order_id,source_product_name,matched_product_id,matched_product_name,match_method,score
IN_25102377,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102397,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102397,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102317,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25102381,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102311,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102311,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25102311,Turmeric 100gm,,,unmatched,0.5
IN_25102326,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102378,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102378,Clove 100,,,unmatched,0.5
IN_25102378,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25102370,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25102430,Turmeric 100gm,,,unmatched,0.5
IN_25102430,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102430,Clove 100,,,unmatched,0.5
IN_25102430,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25102421,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102421,Clove 100,,,unmatched,0.5
IN_25102421,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25102429,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102429,Clove 100,,,unmatched,0.5
IN_25102429,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25102429,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25102451,Cardamom 250g,,,unmatched,0.5
IN_25102427,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25102458,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102422,Cardamom 50gms,,,unmatched,0.5
IN_25102422,clove 50,864b63c6-ea70-4608-92a9-d9aa47bada5c,Clove 50 gram,token_similarity,1.0
IN_25102422,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25102422,Ceylon Cinnamon 50,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25102510,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102554,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102554,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102585,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102585,Clove 100,,,unmatched,0.5
IN_25102585,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25102585,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25102568,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102551,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102597,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102597,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25102597,Clove 100,,,unmatched,0.5
IN_25102597,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25102566,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102566,Clove 100,,,unmatched,0.5
IN_25102592,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102560,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102513,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25102793,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25102790,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25102825,Cardamom 50gms,,,unmatched,0.5
IN_25102825,Clove 100,,,unmatched,0.5
IN_25102825,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25102891,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25102891,Clove 100,,,unmatched,0.5
IN_25102891,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25102891,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25102823,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25102843,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25102843,Cardamom 50gms,,,unmatched,0.5
IN_25102844,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25102844,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25102864,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25102864,Clove 100,,,unmatched,0.5
IN_25102864,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25102864,Cardamom 300,,,unmatched,0.5
IN_25102853,Clove 100,,,unmatched,0.5
IN_25102853,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25102813,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25102913,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25102936,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25103076,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25103076,Cardamom 50gms,,,unmatched,0.5
IN_25103076,Ceylon Cinnamon 50,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25103098,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25103045,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25103045,Clove 100,,,unmatched,0.5
IN_25103045,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25103045,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25103040,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25103040,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25103081,Cardamom 50gms,,,unmatched,0.5
IN_25103081,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25103025,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25103068,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25103068,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25103020,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25103020,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25103116,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25103116,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25103110,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25103177,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25103176,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25103176,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25103159,Cardamom 50gms,,,unmatched,0.5
IN_25103159,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25103166,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25103134,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25103134,Ceylon Cinnamon 500,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,0.6667
IN_25103123,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25103195,Cardamom 250g,,,unmatched,0.5
IN_25103183,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25103140,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25103140,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25103140,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25103137,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25110337,Clove 250gm,,,unmatched,0.5
IN_25110361,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110361,Clove 100,,,unmatched,0.5
IN_25110374,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110374,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25110384,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110384,Clove 100,,,unmatched,0.5
IN_25110384,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25110384,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110384,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25110323,Cardamom 300,,,unmatched,0.5
IN_25110391,Cardamom 50gms,,,unmatched,0.5
IN_25110391,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25110383,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25110311,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110311,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25110379,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110418,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25110466,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110411,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110436,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25110494,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110494,Clove 100,,,unmatched,0.5
IN_25110494,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25110481,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25110481,Clove 1 kg,,,unmatched,0.5
IN_25110458,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25110458,Cylon Cinnamon 300gm,2d328f36-619b-44b0-835b-c8570e9b7c1e,Cylon Cinnamon 100 gram,token_similarity,0.6667
IN_25110415,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25110441,Cardamom 250g,,,unmatched,0.5
IN_25110413,Cardamom 50gms,,,unmatched,0.5
IN_25110413,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110419,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25110419,Clove 100,,,unmatched,0.5
IN_25110419,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110684,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110684,Clove 100,,,unmatched,0.5
IN_25110684,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25110684,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110684,Black Pepper 300,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25110651,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25110673,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110673,Clove 100,,,unmatched,0.5
IN_25110673,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25110673,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110669,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25110687,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110687,Clove 100,,,unmatched,0.5
IN_25110687,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25110687,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110748,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110748,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110746,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110729,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110729,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25110734,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25110792,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110792,Clove 100,,,unmatched,0.5
IN_25110750,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110750,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110768,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110768,Clove 100,,,unmatched,0.5
IN_25110791,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25110867,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25110896,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25110896,White Pepper 500 gm,,,unmatched,0.5
IN_25110873,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25110873,Clove 250gm,,,unmatched,0.5
IN_25110873,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25110823,black pepper 250,0086756c-42f9-4410-9315-0451ba552e21,Black Pepper Kerala - 250,token_similarity,1.0
IN_25110843,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25110843,Idukki Tamarind 500 gm,,,unmatched,0.3333
IN_25110843,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25110875,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25110875,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25110813,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25111071,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25111069,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25111069,Clove 100,,,unmatched,0.5
IN_25111069,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25111069,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25111018,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25111041,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25111041,Clove 100,,,unmatched,0.5
IN_25111041,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25111041,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25111269,Clove 100,,,unmatched,0.5
IN_25111269,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25111250,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25111250,Clove 100,,,unmatched,0.5
IN_25111250,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25111250,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25111277,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25111277,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25111218,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25111294,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25111294,Turmeric 100gm,,,unmatched,0.5
IN_25111363,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25111427,Black Pepper 300,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25111427,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25111420,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25111420,Clove 100,,,unmatched,0.5
IN_25111420,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25111420,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25111445,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25111786,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25111761,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25111783,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25111724,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25111776,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25111711,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25111711,Clove 100,,,unmatched,0.5
IN_25111711,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25111711,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25111715,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25111715,Ceylon Cinnamon,24451b73-f350-44c7-9cde-d66010eeb55b,Ceylon True Cinnamon - 100,token_similarity,1.0
IN_25111715,Clove 100,,,unmatched,0.5
IN_25111857,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
IN_25111857,Cardamom 500,594e93da-e4cf-4df1-96cd-4e14986afb4a,Kerala Cardamom 8mm - 500,token_similarity,1.0
IN_25111857,Clove 250gm,,,unmatched,0.5
IN_25111857,Javithri 50 gm,,,unmatched,0.3333
IN_25111854,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25111854,black pepper 200,919629bf-499c-49e7-a3c6-46a210f3d061,Black pepper 200 gram,token_similarity,1.0
IN_25111860,Cardamom 100gm,3947dbab-476a-4493-8a90-fe7155eddfde,Kerala Cardamom 8mm - 100gm,token_similarity,1.0
IN_25111860,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25111920,Ceylon Cinnamon 200,0d60d913-c612-41ab-82ee-8cb98d65d660,Ceylon True Cinnamon 200,token_similarity,1.0
IN_25111961,Cardamom 200,2ec719f5-cdd5-4246-8208-829d66596e34,Kerala Cardamom 8mm - 200,token_similarity,1.0
IN_25111961,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25112022,black pepper 500,5e30d442-f7d6-4724-b880-bddc1cec2e94,Black Pepper Kerala - 500,token_similarity,1.0
IN_25112021,Black Pepper 1kg,60d07f58-bc0b-4573-8e8d-ffab0a5aef89,Black Pepper Kerala - 100,token_similarity,0.6667
